Giáthấpnhất52tuần,Giácaonhất52tuần,KhốilượngTB10ngày,Thịgiávốn(tỷVND),SốCPđanglưuhành,SốCPđangniêmyết,Tỷlệcổtức/Thịgiá,GDKHQ(Cổtứctiền),EPS(4quý),EPS(năm),ROA,ROE,ĐònbẩyTC,P/E,P/B,Beta
114.35,207.00,346,500,"2,500,000","2,500,000",25.80%,16/09/2020,"23,841","27,429",21.52%,29.48%,1.52,8.38,3.19,0.36
