Giáthấpnhất52tuần,Giácaonhất52tuần,KhốilượngTB10ngày,Thịgiávốn(tỷVND),SốCPđanglưuhành,SốCPđangniêmyết,Tỷlệcổtức/Thịgiá,GDKHQ(Cổtứctiền),EPS(4quý),EPS(năm),ROA,ROE,ĐònbẩyTC,P/E,P/B,Beta
6.21,9.83,"464,112",975,"100,000,000","100,000,000",10.26%,19/11/2020,"2,154","1,484",3.54%,17.11%,4.53,4.52,0.79,0.77
