Giáthấpnhất52tuần,Giácaonhất52tuần,KhốilượngTB10ngày,Thịgiávốn(tỷVND),SốCPđanglưuhành,SốCPđangniêmyết,Tỷlệcổtức/Thịgiá,GDKHQ(Cổtứctiền),EPS(4quý),EPS(năm),ROA,ROE,ĐònbẩyTC,P/E,P/B,Beta
3.91,7.90,"8,321",38,"5,568,000","5,568,000",11.76%,04/08/2020,"1,629",925,3.04%,9.90%,3.17,4.17,0.41,0.22
