Giáthấpnhất52tuần,Giácaonhất52tuần,KhốilượngTB10ngày,Thịgiávốn(tỷVND),SốCPđanglưuhành,SốCPđangniêmyết,Tỷlệcổtức/Thịgiá,GDKHQ(Cổtứctiền),EPS(4quý),EPS(năm),ROA,ROE,ĐònbẩyTC,P/E,P/B,Beta
15.36,35.20,"233,427","1,641","49,044,000","41,004,000",7.47%,30/06/2020,"4,565","5,310",12.60%,22.63%,2.09,7.32,1.61,1.19
