Giáthấpnhất52tuần,Giácaonhất52tuần,KhốilượngTB10ngày,Thịgiávốn(tỷVND),SốCPđanglưuhành,SốCPđangniêmyết,Tỷlệcổtức/Thịgiá,GDKHQ(Cổtứctiền),EPS(4quý),EPS(năm),ROA,ROE,ĐònbẩyTC,P/E,P/B,Beta
6.70,11.09,"2,760",34,"3,950,900","4,050,000",11.49%,02/07/2020,0,"1,752",0.00%,0.00%,1.25,0.00,0.49,0.72
